category,pub_name,pub_link,author,launch_date,num_subs,sub_rate,top_paid
Literature,My Big Break,https://mybigbreak.substack.com/?utm_source=discover,Ben Seretan,2 years ago,,,False
Literature,No Fun Mag,https://nofunmag.substack.com/?utm_source=discover,Jess Henderson,a year ago,,,False
Literature,The Wonder Report,https://thewonderreport.substack.com/?utm_source=discover,Charity Singleton Craig,4 months ago,,,False
Literature,Callaloo Soup with the OCB,https://callaloo2ocb.substack.com/?utm_source=discover,Francine Clouden,a month ago,,,False
Literature,Magda liest. Und liest. Und liest.,https://magdarine.substack.com/?utm_source=discover,Magda Birkmann,3 months ago,,,False
Literature,Schrodinger Path,https://sarah38d.substack.com/?utm_source=discover,Sarah A. Hoyt,a month ago,,,False
Literature,5 quintópicos,https://5quintopicos.substack.com/?utm_source=discover,Foco no Milhão,2 months ago,,,False
Literature,The Pinnacle,https://thepinnacle.substack.com/?utm_source=discover,Alex Roddie,2 months ago,,,False
Literature,Roads Go Ever On,https://amyratcliffe.substack.com/?utm_source=discover,Amy Ratcliffe,7 months ago,,,False
Literature,The Two Fisted Homeopape,https://ryanklindsay.substack.com/?utm_source=discover,Ryan K Lindsay,3 months ago,,,False
Literature,The Sharpener,https://seansinger.substack.com/?utm_source=discover,Sean Singer,6 months ago,,,False
Literature,Book Club by Numlock,https://bookclub.substack.com/?utm_source=discover,,2 years ago,,,False
Literature,S J Watson,https://sjwatson.substack.com/?utm_source=discover,,7 months ago,,,False
Literature,Arterms,https://samarov.substack.com/?utm_source=discover,samarov,6 months ago,,,False
Literature,The Third Place,https://maxgladstone.substack.com/?utm_source=discover,Max Gladstone,8 months ago,,,False
Literature,The Hardest Place,https://thehardestplace.substack.com/?utm_source=discover,Wesley Morgan,5 months ago,,,False
Literature,Aun's Weekly Review Newsletter,https://aunabdi.substack.com/?utm_source=discover,Aun Abdi,3 months ago,,,False
Literature,The Novelleist,https://ellegriffin.substack.com/?utm_source=discover,Elle Griffin,3 months ago,,,False
Literature,Books on GIF,https://booksongif.substack.com/?utm_source=discover,,3 years ago,,,False
Literature,Mental Pivot,https://mentalpivot.substack.com/?utm_source=discover,David Papandrew,8 months ago,,,False
Literature,Bookmarked,https://bookmarked.substack.com/?utm_source=discover,Tabatha Leggett,10 months ago,,,False
Literature,Dear Bread,https://amyhalloran.substack.com/?utm_source=discover,Amy Halloran,8 months ago,,,False
Literature,dream life w/ eloisa,https://eloisa.substack.com/?utm_source=discover,Eloisa Amezcua,a year ago,,,False
Literature,The Write Stuff,https://thewritestuff.substack.com/?utm_source=discover,Eva & Kirstie,10 months ago,,,False
Literature,Zoot's Brain Dump,https://zoot.substack.com/?utm_source=discover,Kim Zoot,4 months ago,,,False
Literature,The Internet: Personified,https://mrm.substack.com/?utm_source=discover,Meenakshi Reddy Madhavan,2 years ago,,,False
Literature,Meditations in an Emergency,https://rosecrans.substack.com/?utm_source=discover,Rosecrans Baldwin,a year ago,,,False
Literature,Zoe's Whisperers,https://readzoe.substack.com/?utm_source=discover,CL Huth,10 months ago,,,False
Literature,Search Party,https://madeleinewatts.substack.com/?utm_source=discover,Madeleine Watts,7 months ago,,,False
Literature,Sunday Bookmarks,https://hannahturner.substack.com/?utm_source=discover,Hannah Turner,2 months ago,,,False
Literature,Penn and Luxe,https://rarebooks.substack.com/?utm_source=discover,Liza Penn & Natasha Luxe,3 months ago,,,False
Literature,Reading Indie,https://readingindie.substack.com/?utm_source=discover,Rebecca Hussey,5 months ago,,,False
Literature,Classic Ghost Stories Podcast,https://tonywalker.substack.com/?utm_source=discover,Tony Walker,9 months ago,,,False
Literature,Emily’s Walking Book Club,https://emilyswalkingbookclub.substack.com/?utm_source=discover,Emily Rhodes,10 months ago,,,False
Literature,Book and Banter,https://ope.substack.com/?utm_source=discover,Ope,a year ago,,,False
Literature,Jenn’s Newsletter,https://jennifergivhan.substack.com/?utm_source=discover,Jennifer Givhan,9 months ago,,,False
Literature,Jasmin's Jargon,https://jasminsinger.substack.com/?utm_source=discover,Jasmin Singer,2 months ago,,,False
Literature,The Journeyman.,https://thejourneyman.substack.com/?utm_source=discover,Marlon Weems,a year ago,,,False
Literature,BOOK PERSON,https://bookperson.substack.com/?utm_source=discover,Michelle Cyca,3 years ago,,,False
Literature,A Saturday Letter,https://sebastianstockman.substack.com/?utm_source=discover,Sebastian Stockman,3 months ago,,,False
Literature,Jimmy Doom's Roulette Weal,https://jimmydoom.substack.com/?utm_source=discover,James K. Graham,9 months ago,,,False
Literature,Never Not Nervous,https://brooke.substack.com/?utm_source=discover,Brooke Barker,a year ago,,,False
Literature,Pamela’s Newsletter,https://pamelavaldes.com/?utm_source=discover,Pamela Valdés,a year ago,,,False
Literature,Send My Love to Anyone,https://sendmylovetoanyone.substack.com/?utm_source=discover,Kathryn Mockler,4 months ago,,,False
Literature,Emily Hell,https://emilyhill.substack.com/?utm_source=discover,Emily Hill,6 months ago,,,False
Literature,Rosie Leizrowice,https://rosieleizrowice.substack.com/?utm_source=discover,,a year ago,,,False
Literature,Goldberry Books Newsletter,https://goldberrybooks.substack.com/?utm_source=discover,David Kern,8 months ago,,,False
Literature,How It's Written by Patrick E. McLean,https://patrickemclean.substack.com/?utm_source=discover,Patrick E McLean,a year ago,,,False
Literature,Hot Girl Library,https://hotgirl.substack.com/?utm_source=discover,Ru,4 months ago,,,False
Literature,All I Care About This Week,https://nanders.substack.com/?utm_source=discover,Nicole Linh Anderson,4 months ago,,,False
Literature,Tempest in a Teapot,https://ktempestbradford.substack.com/?utm_source=discover,K. Tempest Bradford,a year ago,,,False
Literature,White Noise,https://www.whitenoise.email/?utm_source=discover,Tom White,a year ago,,,False
Literature,Close Reads Podcasts,https://closereads.substack.com/?utm_source=discover,,2 years ago,,,False
Literature,What It Is I Think I'm Doing,https://kaitlyngreenidge.substack.com/?utm_source=discover,Kaitlyn Greenidge,a year ago,,,False
Literature,The Sprawl: Speculative Fiction,https://thesprawl.com/?utm_source=discover,DC Kalbach,6 months ago,,,False
Literature,Sobretaula,https://paulaserrabachs.substack.com/?utm_source=discover,Paula Serra,a month ago,,,False
Literature,Be Your Best Friend with Anangsha,https://anangsha.substack.com/?utm_source=discover,Anangsha Alammyan,10 months ago,,,False
Literature,It's All Write,https://joannalobo.substack.com/?utm_source=discover,Joanna Lobo,2 years ago,,,False
Literature,hello from theo,https://teddyminford.substack.com/?utm_source=discover,Teddy Minford,3 months ago,,,False
Literature,a mess you'd wear with pride,https://carriemesrobian.substack.com/?utm_source=discover,Carrie Mesrobian,5 months ago,,,False
Literature,LAS DOS BRUJAS WRITING NEWSLETTER,https://cristinagarca.substack.com/?utm_source=discover,Cristina Garcia,2 months ago,,,False
Literature,Lonely Victories,https://lonelyvictories.substack.com/?utm_source=discover,Hurley Winkler,a year ago,,,False
Literature,Climate Fiction Writers League,https://climatefictionwritersleague.substack.com/?utm_source=discover,,6 months ago,,,False
Literature,Adventures in Storytelling,https://adventuresinstorytelling.substack.com/?utm_source=discover,Chantaie,a year ago,,,False
Literature,Just Written,https://justwritten.substack.com/?utm_source=discover,,3 years ago,,,False
Literature,The End of the World Review,https://endoftheworld.substack.com/?utm_source=discover,Dana Snitzky,a year ago,,,False
Literature,Viaggio in Italia,https://pietroscarneraa.substack.com/?utm_source=discover,Pietro Scarnera,3 months ago,,,False
Literature,Martini with a Twist,https://adriennemartini.substack.com/?utm_source=discover,Adrienne Martini,4 months ago,,,False
Literature,Nieuwsbrief; Frits de Beer,https://fritsdebeer.substack.com/?utm_source=discover,,4 months ago,,,False
Literature,"Beth Revis: News, Fiction, and More",https://bethrevis.substack.com/?utm_source=discover,,4 months ago,,,False
Literature,The Funkyard,https://thefunkyard.substack.com/?utm_source=discover,Anna Funk,7 months ago,,,False
Literature,Lifts and Lies,https://fitfams.substack.com/?utm_source=discover,Christine Van Dusen,3 months ago,,,False
Literature,elogos by debgrant,https://debgrant.substack.com/?utm_source=discover,,8 months ago,,,False
Literature,La extraordinaria cotidianidad,https://queleoar.substack.com/?utm_source=discover,Bren Zlotolow,2 months ago,,,False
Literature,LA DERIVA,https://laderiva.substack.com/?utm_source=discover,ene13,7 months ago,,,False
Literature,Pitch Your Story,https://pitchyourstory.substack.com/?utm_source=discover,Charlotte Eyre,a year ago,,,False
Literature,The Intrinsic Perspective,https://erikhoel.substack.com/?utm_source=discover,Erik Hoel,a month ago,,,False
Literature,Incense and Orris,https://miccaeli.substack.com/?utm_source=discover,Miccaeli,a month ago,,,False
Literature,Claire Diaz-Ortiz’s Newsletter,https://clairediazortiz.substack.com/?utm_source=discover,,10 months ago,,,False
Literature,Kiran’s Weltgeist,https://kiranbhat.substack.com/?utm_source=discover,Kiran Bhat,8 months ago,,,False
Literature,Shorter Letter,https://shorterletter.substack.com/?utm_source=discover,Caleb Garling,7 months ago,,,False
Literature,Cornerstones,https://cornerstones.substack.com/?utm_source=discover,,3 months ago,,,False
Literature,Spark,https://elizabethmarro.substack.com/?utm_source=discover,Elizabeth Marro,a year ago,,,False
Literature,Small Talk,https://jonathan856.substack.com/?utm_source=discover,Jonathan Small,a month ago,,,False
Literature,The LitLetter,https://litletter.substack.com/?utm_source=discover,Ian Widdop,a year ago,,,False
Literature,Charlie BLERGH,https://charliebrogan.substack.com/?utm_source=discover,Charlie Brogan,9 months ago,,,False
Literature,Book Club for the Planet,https://bookclubfortheplanet.substack.com/?utm_source=discover,Jess Schreibstein,8 months ago,,,False
Literature,Eliot Peper's Book Recommendations,https://eliotpeper.substack.com/?utm_source=discover,,5 months ago,,,False
Literature,Love & Literature,https://loveandliterature.substack.com/?utm_source=discover,Love and Literature,5 months ago,,,False
Literature,Italics Mine,https://edan.substack.com/?utm_source=discover,Edan Lepucki,2 months ago,,,False
Literature,The Wisdom Project,https://wisdomproject.substack.com/?utm_source=discover,,2 years ago,,,False
Literature,Write to Thrive,https://writetothrive.substack.com/?utm_source=discover,Joanne Bell,9 months ago,,,False
Literature,How Jessica Reads,https://howjessicareads.substack.com/?utm_source=discover,Jessica Howard,4 months ago,,,False
Literature,Starlight and Strategy,https://tamiko.substack.com/?utm_source=discover,Tamiko Beyer,2 years ago,,,False
Literature,Clear Writing,https://clearwriting.substack.com/?utm_source=discover,David B. Clear,a year ago,,,False
Literature,Beyond Honey,https://tierneymonahan.substack.com/?utm_source=discover,Tierney Monahan,2 months ago,,,False
Literature,Gathering,https://gathering.substack.com/?utm_source=discover,Stacy,8 months ago,,,False
Literature,Cordialement Best Regards,https://mentorless.substack.com/?utm_source=discover,Nathalie Sejean,2 years ago,,,False
Literature,Don't tell me how it ends,https://howitends.substack.com/?utm_source=discover,valia,a year ago,,,False
Literature,Timothy’s Column,https://timothyschiller.substack.com/?utm_source=discover,Timothy Schiller,4 months ago,,,False
Literature,Mark Elliott - Words From The Hollow,https://markelliott.substack.com/?utm_source=discover,,3 months ago,,,False
Literature,Built By Words,https://builtbywords.substack.com/?utm_source=discover,Ahmed Soliman,a month ago,,,False
Literature,Comfort for the Apocalypse,https://www.comfortfortheapocalypse.com/?utm_source=discover,Megan Adam,5 months ago,,,False
Literature,Own Your Day,https://ownyourday.substack.com/?utm_source=discover,Julie Nerney,9 months ago,,,False
Literature,Some Gay Poems,https://somegaypoems.substack.com/?utm_source=discover,Misha Solomon,4 months ago,,,False
Literature,Place,https://placeletter.substack.com/?utm_source=discover,Kylee Pedersen,a year ago,,,False
Literature,Brown Girl Bookshelf,https://browngirlbookshelf.substack.com/?utm_source=discover,Sri & Mishika,5 months ago,,,False
Literature,Young Writers Weekly,https://tywi.substack.com/?utm_source=discover,The Young Writers Initiative,23 days ago,,,False
Literature,Unslush,https://unslush.substack.com/?utm_source=discover,Iain Broome,3 years ago,,,False
Literature,The Lost DMB Files,https://lostdmbfiles.substack.com/?utm_source=discover,David Mark Brown,a year ago,,,False
Literature,Andi’s Newsletter,https://andicbuchanan.substack.com/?utm_source=discover,Andi C. Buchanan,a year ago,,,False
Literature,Letters From the Desert,https://lettersfromthedesert.substack.com/?utm_source=discover,Chris Clarke,2 years ago,,,False
Literature,Three Shots with Sarah Reinhard,https://threeshots.substack.com/?utm_source=discover,,4 months ago,,,False
Literature,Letters From Home & Away,https://lettersfromhomeandaway.substack.com/?utm_source=discover,,10 months ago,,,False
Literature,Blanket Fort,https://blanketfort.substack.com/?utm_source=discover,Mel Hattie,4 months ago,,,False
Literature,52weeksofreading,https://52weeksofreading.substack.com/?utm_source=discover,Thybookbox,7 months ago,,,False
Literature,Sidebar,https://sidebar.substack.com/?utm_source=discover,Kristin,2 years ago,,,False
Literature,Read Something Queer,https://readsomethingqueer.substack.com/?utm_source=discover,Becca Stickler,a year ago,,,False
Literature,Zeba’s Newsletter,https://zeba.substack.com/?utm_source=discover,Zeba Talkhani,7 months ago,,,False
Literature,Frump Feelings,https://emmacopleyeisenberg.substack.com/?utm_source=discover,Emma Copley Eisenberg,3 months ago,,,False
Literature,মুরাদুল ইসলামের নিউজলেটার,https://murad.substack.com/?utm_source=discover,,10 months ago,,,False
Literature,Heavenly Order,https://heavenlyorder.substack.com/?utm_source=discover,,a year ago,,,False
Literature,ブックカタリスト,https://bookcatalyst.substack.com/?utm_source=discover,,6 months ago,,,False
Literature,GCF Weekly Newsletter,https://gospelcenteredfamily.substack.com/?utm_source=discover,Jared Kennedy,15 days ago,,,False
Literature,本屋lighthouse’s Newsletter,https://lighthouse226.substack.com/?utm_source=discover,本屋lighthouse(ライトハウス)〈幕張支店〉,a month ago,,,False
Literature,Efikó,https://dozie.substack.com/?utm_source=discover,Dozie Anyaegbunam,a year ago,,,False
Literature,आईना,https://ilareddy.substack.com/?utm_source=discover,Ila Reddy,2 months ago,,,False
Literature,The Dossier,https://nicolecostello.substack.com/?utm_source=discover,Nicole Costello,a year ago,,,False
Literature,Viagging | La newsletter,https://simonepazzano.substack.com/?utm_source=discover,Simone Pazzano,2 months ago,,,False
Literature,Poiema,https://nojesuittricks.substack.com/?utm_source=discover,Brandon M.,6 months ago,,,False
Literature,Off The Shelf,https://christinekeegan.substack.com/?utm_source=discover,Christine Keegan,3 months ago,,,False
Literature,Blood & Whiskey,https://bloodandwhiskey.substack.com/?utm_source=discover,Neal Thompson,10 days ago,,,False
Art & Illustration,Artizen Newsletter,https://news.artizen.fund/?utm_source=discover,René Pinnell,4 months ago,,,False
Art & Illustration,Subtle Maneuvers,https://subtlemaneuvers.substack.com/?utm_source=discover,Mason Currey,a year ago,,,False
Art & Illustration,MoMa Weekly,https://moma.substack.com/?utm_source=discover,MoMa UK,a year ago,,,False
Art & Illustration,Blockparty,https://blockpartynews.substack.com/?utm_source=discover,,a year ago,,,False
Art & Illustration,300-Word Sunday,https://vizi.substack.com/?utm_source=discover,Vizi Andrei,2 months ago,,,False
Art & Illustration,Muzeodrome,https://muzeodrome.substack.com/?utm_source=discover,Omer Pesquer,2 years ago,,,False
Art & Illustration,Blood & Champagne,https://therealmurphy.substack.com/?utm_source=discover,Thomas Murphy,6 months ago,,,False
Art & Illustration,ToonStack’s Newsletter,https://toonstack.substack.com/?utm_source=discover,,2 months ago,,,False
Art & Illustration,The Frogpants Newsletter,https://frogpants.substack.com/?utm_source=discover,Scott Johnson,2 months ago,,,False
Art & Illustration,Haley Wrote This,https://haleywrotethis.substack.com/?utm_source=discover,Haley Weaver,a year ago,,,False
Art & Illustration,Crypto Art News,https://cryptoartnews.substack.com/?utm_source=discover,CryptoArt News,2 months ago,,,False
Art & Illustration,Minimum Viable Planet,https://www.mvp.ist/?utm_source=discover,Sarah Lazarovic,3 years ago,,,False
Art & Illustration,aows,https://aows.substack.com/?utm_source=discover,adrian,5 months ago,,,False
Art & Illustration,Betje’s Comics,https://betjecom.substack.com/?utm_source=discover,Betje Comics,2 months ago,,,False
Art & Illustration,Process by Wesley Verhoeve,https://wesley.substack.com/?utm_source=discover,,2 years ago,,,False
Art & Illustration,Wild Life,https://realwildlife.substack.com/?utm_source=discover,Amy Jean Porter,6 months ago,,,False
Art & Illustration,Bored Elon's NFT Gallery,https://bored.substack.com/?utm_source=discover,,3 months ago,,,False
Art & Illustration,Notes on walking & photography,https://bryanformhals.substack.com/?utm_source=discover,Bryan Formhals,2 years ago,,,False
Art & Illustration,Brain Food,https://brainfood.substack.com/?utm_source=discover,Marianna X,2 years ago,,,False
Art & Illustration,eye spied.,https://eyespied.substack.com/?utm_source=discover,Ashleigh Kane,3 months ago,,,False
Art & Illustration,The FFOTO Newsletter,https://ffoto.substack.com/?utm_source=discover,FFOTO,6 months ago,,,False
Art & Illustration,"Well, Isn't This Great? with Clay N. Ferno",https://claynferno.substack.com/?utm_source=discover,,4 months ago,,,False
Art & Illustration,The SneakyArt Post,https://sneakyart.substack.com/?utm_source=discover,Nishant Jain,10 months ago,,,False
Art & Illustration,Generative Arts Collective,https://generative.substack.com/?utm_source=discover,Chris Ried,7 months ago,,,False
Art & Illustration,Animation Obsessive,https://animationobsessive.substack.com/?utm_source=discover,,4 months ago,,,False
Art & Illustration,Asia Orlando Illustration,https://asiaorlando.substack.com/?utm_source=discover,,12 days ago,,,False
Art & Illustration,ไฟฉาย,https://thongchairoj.substack.com/?utm_source=discover,ธงชัย โรจน์กังสดาล,5 months ago,,,False
Art & Illustration,The Solace Project,https://carriereborabarratt.substack.com/?utm_source=discover,Carrie Rebora Barratt,4 months ago,,,False
Art & Illustration,The Quest,https://gwyn.substack.com/?utm_source=discover,Gwyn Wansbrough,a year ago,,,False
Art & Illustration,Moonkitty's Sailor Moon Newsletter,https://sailormoonnews.substack.com/?utm_source=discover,Brad,4 months ago,,,False
Art & Illustration,etude,https://etude.substack.com/?utm_source=discover,Josh Coates,7 months ago,,,False
Art & Illustration,Representations of Architecture,https://repsofarch.substack.com/?utm_source=discover,Federico Rebecchini,4 months ago,,,False
Art & Illustration,Newsletter de Mamemimo,https://mamemimo.substack.com/?utm_source=discover,Mònica Marull,6 months ago,,,False
Art & Illustration,The Photographer's Report,https://thephotographersreport.substack.com/?utm_source=discover,Michael Foley,3 months ago,,,False
Art & Illustration,Minty.art,https://mintyart.substack.com/?utm_source=discover,,a year ago,,,False
Art & Illustration,¿Por qué? No hay por qué,https://todonormal.substack.com/?utm_source=discover,Todo.Normal,7 months ago,,,False
Art & Illustration,Giuseppe’s Newsletter,https://masinutoscana.substack.com/?utm_source=discover,Giuseppe Mondì,a month ago,,,False
Art & Illustration,Bombay Daak,https://bombaydaak.substack.com/?utm_source=discover,Maneesh Madambath,a year ago,,,False
Art & Illustration,Pedestrian,https://pedestrian.substack.com/?utm_source=discover,Alexander Wolfe,a year ago,,,False
Art & Illustration,A Comics and Drawings Venture,https://mkbrooks.substack.com/?utm_source=discover,mkbrooks,a year ago,,,False
Art & Illustration,Morning Pages,https://yuanstudio.substack.com/?utm_source=discover,Yuan Wang,10 months ago,,,False
Art & Illustration,"Et toi, tu vois quoi ?",https://tuvoisquoi.substack.com/?utm_source=discover,Sophie L.,4 months ago,,,False
Art & Illustration,"""Use All The Crayons!""",https://chrisrodell.substack.com/?utm_source=discover,Chris Rodell,5 months ago,,,False
Art & Illustration,"Eat, Move, Learn, Make",https://danielbourke.substack.com/?utm_source=discover,Daniel Bourke,2 years ago,,,False
Art & Illustration,Artdey Africa,https://artdey.substack.com/?utm_source=discover,,2 months ago,,,False
Art & Illustration,Andi’s Newsletter,https://andiwatson.substack.com/?utm_source=discover,Andi Watson,a year ago,,,False
Art & Illustration,Letter from a learn-it-all,https://learnitalletter.substack.com/?utm_source=discover,Jen Vermet,a year ago,,,False
Art & Illustration,Monkeys Fighting Robots,https://monkeys.substack.com/?utm_source=discover,,2 years ago,,,False
Climate,Anne-Marie Bonneau aka Zero-Waste Chef,https://zerowastechef.substack.com/?utm_source=discover,Anne Marie Bonneau,a year ago,,,False
Climate,Go Outside,https://gooutside.substack.com/?utm_source=discover,Annalise,10 months ago,,,False
Climate,Gen Dread,https://gendread.substack.com/?utm_source=discover,Britt Wray,10 months ago,,,False
Climate,Il colore verde,https://nicolaslozito.substack.com/?utm_source=discover,Nicolas Lozito,7 months ago,,,False
Climate,The Instigator,https://marktercek.substack.com/?utm_source=discover,Mark Tercek,8 months ago,,,False
Climate,EXXONKNEWS,https://exxonknews.substack.com/?utm_source=discover,,2 years ago,,,False
Climate,Pained Thomas' Newsletter,https://www.sleeplessinseattle.info/?utm_source=discover,pained thomas,2 months ago,,,False
Climate,Ο Άσωτος Ρεπόρτερ,https://theprodigalreporter.substack.com/?utm_source=discover,Thodoris Chondrogiannos,3 months ago,,,False
Climate,El newsletter de La loca del taper,https://lalocadeltaper.substack.com/?utm_source=discover,La loca del taper ⬇️♻️,a year ago,,,False
Climate,The DisInformation Chronicle,https://disinformationchronicle.substack.com/?utm_source=discover,,4 months ago,,,False
Climate,Inhabit: Territories,https://territories.substack.com/?utm_source=discover,,2 years ago,,,False
Climate,Frog Trouble Times,https://frogtroubletimes.substack.com/?utm_source=discover,Belle Boggs & Beatrice Allen,a month ago,,,False
Climate,Shamcher Bulletin,https://shamcher.substack.com/?utm_source=discover,Carol Sill,a year ago,,,False
Climate,Generation Green New Deal Newsletter,https://generationgnd.substack.com/?utm_source=discover,GenerationGND,10 months ago,,,False
Climate,Five Minutes for the Planet,https://fivefortheplanet.substack.com/?utm_source=discover,Jen Knoch,a year ago,,,False
Climate,UK climate memo,https://jossgarman.substack.com/?utm_source=discover,Joss Garman,4 months ago,,,False
Climate,The Green and Blue Journal,https://thegreenandbluejournal.substack.com/?utm_source=discover,Katherine Albertson,2 years ago,,,False
Climate,Nevada Biodiversity Notes,https://nevadabiodiversitynotes.substack.com/?utm_source=discover,Patrick Donnelly,9 months ago,,,False
Climate,Carbon Creed,https://carbon.substack.com/?utm_source=discover,Walter McLeod,2 years ago,,,False
Climate,Pricing Nature,https://pricingnature.substack.com/?utm_source=discover,Naomi Shimberg,6 months ago,,,False
Climate,Climate Camp,https://climatecamp.substack.com/?utm_source=discover,Logan Dirkx,2 months ago,,,False
Climate,The Green New Spiel,https://carlospingardi.substack.com/?utm_source=discover,Carlo,4 months ago,,,False
Climate,ReWilding & the Decade of Restoration 🐘,https://rewildafrica.substack.com/?utm_source=discover,Rewild Africa,a year ago,,,False
Climate,Climate Musings for all Shapes & Sizes,https://climatemusings.substack.com/?utm_source=discover,Keeton Ross,2 months ago,,,False
Climate,Forge the Future,https://forgethefuture.substack.com/?utm_source=discover,Oli Hall,2 years ago,,,False
Climate,Going Green,https://joshgreen.substack.com/?utm_source=discover,Josh Green,2 months ago,,,False
Climate,Baleen,https://baleen.substack.com/?utm_source=discover,Melissa,4 months ago,,,False
Climate,Climate and Money,https://climateandmoney.com/?utm_source=discover,Owen C. Woolcock,6 months ago,,,False
Science,SciSchmooze,https://bayareascience.substack.com/?utm_source=discover,Kishore Hari,4 months ago,,,False
Science,Tom’s Sciatica Newsletter,https://tomjesson.substack.com/?utm_source=discover,Tom Jesson,a year ago,,,False
Science,Matematik Bülteni,https://matematikbulteni.substack.com/?utm_source=discover,Matematiğin Peşinde,3 months ago,,,False
Science,"smart, useful, science stuff about COVID-19",https://robinlloyd.substack.com/?utm_source=discover,Robin Lloyd,a year ago,,,False
Science,Verified by Metafact,https://metafact.substack.com/?utm_source=discover,,2 years ago,,,False
Science,The SciCommer,https://thescicommer.substack.com/?utm_source=discover,Heather Doran,8 months ago,,,False
Science,The Galaxy Report,https://thegalaxyreport.substack.com/?utm_source=discover,,4 months ago,,,False
Science,Mind Science,https://mindscience.substack.com/?utm_source=discover,Nick Bowditch,a month ago,,,False
Science,"Street Smart Naturalist: Notes on People, Place, and the PNW",https://streetsmartnaturalist.substack.com/?utm_source=discover,David B. Williams,4 months ago,,,False
Science,All Growth,https://allgrowth.substack.com/?utm_source=discover,Azhar Fateh,3 months ago,,,False
Science,Sunday Letters,https://sundayletters.larrygmaguire.com/?utm_source=discover,Larry G. Maguire,a year ago,,,False
Science,Frank Talk,https://frankjfleming.substack.com/?utm_source=discover,Frank J. Fleming,3 months ago,,,False
Science,This week in Mathematical Oncology,https://thisweekmathonco.substack.com/?utm_source=discover,,6 months ago,,,False
Science,The Inclusive Educator,https://inclusiveeducator.substack.com/?utm_source=discover,Sarah Wheeler,a year ago,,,False
Science,The CovOdyssey,https://ryanhagen.substack.com/?utm_source=discover,Ryan Hagen,a year ago,,,False
Science,The Polymerist,https://polymerist.substack.com/?utm_source=discover,Anthony Maiorana,8 months ago,,,False
Science,Synapse,https://synapse.substack.com/?utm_source=discover,Clayton Mansel,10 months ago,,,False
Science,Musings & Perspectives,https://www.andrew.today/?utm_source=discover,Andrew Yeung,3 months ago,,,False
Science,Cardopolis,https://cardopolis.substack.com/?utm_source=discover,David Britland,a year ago,,,False
Science,WorldWise,https://worldwise.substack.com/?utm_source=discover,Anita Makri,a year ago,,,False
Science,Mental Health Exercises,https://mentalhealthexercises.substack.com/?utm_source=discover,John Bogil,6 months ago,,,False
Science,Through The ACT Matrix,https://actmatrix.substack.com/?utm_source=discover,Jacob Martinez,4 months ago,,,False
Science,Everything Is Amazing,https://everythingisamazing.substack.com/?utm_source=discover,Mike Sowden,7 months ago,,,False
Science,The Abyss of Reason,https://martinbutler.substack.com/?utm_source=discover,Martin Butler,a month ago,,,False
Science,3am Thoughts,https://3amthoughts.substack.com/?utm_source=discover,Alan Flanagan,3 months ago,,,False
Science,Unraveled,https://amandaripley.substack.com/?utm_source=discover,Amanda Ripley,4 months ago,,,False
Health,ParentData,https://emilyoster.substack.com/?utm_source=discover,Emily Oster,a year ago,,,False
Health,The Lap Count,https://thelapcount.substack.com/?utm_source=discover,Kyle Merber,2 months ago,,,False
Health,"Healthy, Wealthy, & Wise",https://richardc7e.substack.com/?utm_source=discover,Richard Johnson,a year ago,,,False
Health,The Reset by Sam Delaney,https://samdelaney.substack.com/?utm_source=discover,,6 months ago,,,False
Health,💡JC's Newsletter,https://jcnews.substack.com/?utm_source=discover,Jean-Charles Samuelian-Werve,7 months ago,,,False
Health,La minute productive,https://laminuteproductive.substack.com/?utm_source=discover,Fabien Raynaud,10 months ago,,,False
Health,The Lactation College,https://thelactationcollege.substack.com/?utm_source=discover,Barbara L. Philipp,5 months ago,,,False
Health,Notion Everything,https://notioneverything.substack.com/?utm_source=discover,Valentin Geffroy,a year ago,,,False
Health,FACEing Mental Illness,https://faceingmi.substack.com/?utm_source=discover,Carrie Seidman,4 months ago,,,False
Health,Depresh Mode,https://johnmoe.substack.com/?utm_source=discover,John Moe,9 months ago,,,False
Health,Cruel Summer Book Club,https://cruelsummerbookclub.substack.com/?utm_source=discover,Jillian Anthony,2 years ago,,,False
Health,Trail Mix,https://emilyhalnon.substack.com/?utm_source=discover,Emily Halnon,8 months ago,,,False
Health,Update from an Epidemic,https://betsybrownmd.substack.com/?utm_source=discover,Betsy Brown,a year ago,,,False
Health,"DrV’s Newsletter, Notes, Essays, Articles, Videos, and Book Chapters",https://healthythinking.substack.com/?utm_source=discover,Dr Alex Kennerly Vasquez,a month ago,,,False
Health,Mark’s Newsletter,https://markmetry.substack.com/?utm_source=discover,Mark Metry 🧠,a month ago,,,False
Health,Deep Fix,https://deepfix.substack.com/?utm_source=discover,Alex Olshonsky,3 years ago,,,False
Health,Notion Overclocker,https://brendanshih.substack.com/?utm_source=discover,Brendan Shih,4 months ago,,,False
Health,Prime Cuts Newsletter,https://primecuts.substack.com/?utm_source=discover,Philip Pearlman,a year ago,,,False
Health,Simple Fun Health,https://simplefunhealth.com/?utm_source=discover,Brian Hain,2 months ago,,,False
Health,It's Not A Newsletter,https://bonnietsang.substack.com/?utm_source=discover,Bonnie Tsang,22 days ago,,,False
Health,FlipHealth,https://fliphealth.substack.com/?utm_source=discover,Shubham Sood,2 months ago,,,False
